,Class,Family,Genome Composition,Genus,Kingdom,Last Change,MSL of Last Change,Order,Phylum,Proposal for Last Change ,PubMed_Search,PubMed_Search_ln,Realm,Sort,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Taxon History URL,Type Species?,family,genus,hits,hits_ln,number_of hosts,number_of hosts_x,number_of hosts_y,order,species,tax_id,tax_id_n,virus_name
448,Monjiviricetes,Paramyxoviridae,ssRNA(-),Rubulavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,42,3.7376934275237357,,141.0,Porcine rubulavirus,,,,,,Haploviricotina,,ICTVonline=20181636,0.0,Paramyxoviridae,Rubulavirus,92,4.5217994465551845,1,,,Mononegavirales,Porcine rubulavirus,53179,53179,Porcine rubulavirus
449,,Picornaviridae,ssRNA(+),Teschovirus,,"Renamed,",29.0,Picornavirales,,2014.016aV.A.v1.Picornaviridae_spren.pdf,82,4.406731442311845,,2089.0,Teschovirus A,,,,,,,,ICTVonline=20182065,1.0,Picornaviridae,Teschovirus,422,6.04500768370145,1,,,Picornavirales,Teschovirus A,118140,118140,Porcine teschovirus
450,,Tobaniviridae,ssRNA(+),Torovirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,23,3.135537693244867,,1754.0,Porcine torovirus,,Torovirinae,Renitovirus,,Tornidovirineae,,,ICTVonline=20181890,0.0,Tobaniviridae,Torovirus,154,5.03695909589904,1,,,Nidovirales,Porcine torovirus,237020,237020,Porcine torovirus
451,,Retroviridae,ssRNA-RT,Gammaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,0,-6.907755278982137,,1932.0,Porcine type-C oncovirus,,Orthoretrovirinae,,,,,,ICTVonline=20185019,0.0,Retroviridae,Gammaretrovirus,495,6.20455978276867,1,,,Ortervirales,Porcine type-C oncovirus,369960,369960,Porcine type-C oncovirus
452,,Adenoviridae,dsDNA,Atadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,2,0.6936470556015963,,2399.0,Possum atadenovirus A,,,,,,,,ICTVonline=20182394,0.0,Adenoviridae,Atadenovirus,6,1.7919261220073759,1,,,,Possum atadenovirus A,121816,121816,Possum adenovirus
453,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,162,5.087602508052838,,2979.0,Powassan virus,,,,,,,,ICTVonline=20183104,0.0,Flaviviridae,Flavivirus,195,5.273004686755725,5,,,,Powassan virus,11083,11083,Powassan virus
454,,Retroviridae,ssRNA-RT,Deltaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,135,4.905282185818402,,1914.0,Primate T-lymphotropic virus 1,,Orthoretrovirinae,,,,,,ICTVonline=20184999,0.0,Retroviridae,Deltaretrovirus,7884,8.97259079511177,7,,,Ortervirales,Primate T-lymphotropic virus 1,194440,194440,Primate T-lymphotropic virus 1
455,,Retroviridae,ssRNA-RT,Deltaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,8,2.079566533867987,,1915.0,Primate T-lymphotropic virus 2,,Orthoretrovirinae,,,,,,ICTVonline=20185000,0.0,Retroviridae,Deltaretrovirus,890,6.79122258632106,2,,,Ortervirales,Primate T-lymphotropic virus 2,194441,194441,Primate T-lymphotropic virus 2
456,,Retroviridae,ssRNA-RT,Deltaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,1,0.0009995003330834232,,1916.0,Primate T-lymphotropic virus 3,,Orthoretrovirinae,,,,,,ICTVonline=20185001,0.0,Retroviridae,Deltaretrovirus,255,5.541267466719364,7,,,Ortervirales,Primate T-lymphotropic virus 3,194443,194443,Primate T-lymphotropic virus 3
457,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,0,-6.907755278982137,,380.0,Prospect Hill orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180051,0.0,Hantaviridae,Orthohantavirus,24,3.178095496146581,0,,,Bunyavirales,Prospect Hill orthohantavirus,1980485,1980485,Prospect Hill orthohantavirus
458,,Poxviridae,dsDNA,Parapoxvirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,41,3.713596456650773,,4461.0,Pseudocowpox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184782,0.0,Poxviridae,Parapoxvirus,125,4.828321737270302,6,,,,Pseudocowpox virus,129726,129726,Pseudocowpox virus
459,Ellioviricetes,Phenuiviridae,ssRNA(+/-),Phlebovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,61,4.110890257481564,,498.0,Punta Toro phlebovirus,,,,,,Polyploviricotina,,ICTVonline=20180162,0.0,Phenuiviridae,Phlebovirus,49,3.8918407060656484,2,,,Bunyavirales,Punta Toro phlebovirus,11587,11587,Punta Toro virus
460,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,5,1.6096378924367667,,381.0,Puumala orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180052,0.0,Hantaviridae,Orthohantavirus,1873,7.535297236346776,0,,,Bunyavirales,Puumala orthohantavirus,1980486,1980486,Puumala orthohantavirus
461,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,458,6.126871367517915,,381.0,Puumala orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180052,0.0,Hantaviridae,Orthohantavirus,1873,7.535297236346776,6,,,Bunyavirales,Puumala orthohantavirus,1980486,1980486,Puumala virus
462,Ellioviricetes,Nairoviridae,ssRNA(-),Orthonairovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,5,1.6096378924367667,,402.0,Qalyub orthonairovirus,,,,,,Polyploviricotina,,ICTVonline=20180078,0.0,Nairoviridae,Orthonairovirus,17,2.833272165855592,6,,,Bunyavirales,Qalyub orthonairovirus,1980527,1980527,Qalyub virus
463,Insthoviricetes,Orthomyxoviridae,ssRNA(-),Quaranjavirus,,"Moved,",33.0,Articulavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,14,2.639128755635788,,521.0,Quaranfil quaranjavirus,,,,,,Polyploviricotina,,ICTVonline=20183967,1.0,Orthomyxoviridae,Quaranjavirus,18,2.8904273119085677,5,,,Articulavirales,Quaranfil quaranjavirus,688436,688436,Quaranfil virus
464,,,,,,,,,,,8,2.079566533867987,,,,,,,,,,,,,Coronaviridae,,6,1.7919261220073759,1,,,Nidovirales,Rabbit coronavirus,1898672,1898672,Rabbit coronavirus
465,,Poxviridae,dsDNA,Leporipoxvirus,,"Renamed,",14.0,,,ICTV 6th Report.pdf,44,3.784212360932728,,4445.0,Rabbit fibroma virus,,Chordopoxvirinae,,,,,,ICTVonline=20184763,0.0,Poxviridae,Leporipoxvirus,36,3.5835467158480925,1,,,,Rabbit fibroma virus,10271,10271,Rabbit fibroma virus
466,,Caliciviridae,ssRNA(+),Lagovirus,,"Moved,Assigned as Type Species,",17.0,,,Ratification_1998.pdf,207,5.3327236241715745,,2773.0,Rabbit hemorrhagic disease virus,,,,,,,,ICTVonline=20182802,1.0,Caliciviridae,Lagovirus,1246,7.127694501915295,3,,,,Rabbit hemorrhagic disease virus,11976,11976,Rabbit hemorrhagic disease virus
467,,,,,,,,,,,5,1.6096378924367667,,,,,,,,,,,,,Polyomaviridae,,1,0.0009995003330834232,1,,,,Rabbit kidney vacuolating virus,527205,527205,Rabbit kidney vacuolating virus
468,,Papillomaviridae,dsDNA,Kappapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,14,2.639128755635788,,3823.0,Kappapapillomavirus 1,,Firstpapillomavirinae,,,,,,ICTVonline=20184084,0.0,Papillomaviridae,Kappapapillomavirus,12,2.4849899796493045,1,,,,Kappapapillomavirus 1,122291,122291,Rabbit oral papillomavirus
469,Monjiviricetes,Rhabdoviridae,ssRNA(-),Lyssavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,15,2.7081168655467533,,227.0,Rabies lyssavirus,,,,,,Haploviricotina,,ICTVonline=20181733,1.0,Rhabdoviridae,Lyssavirus,23080,10.046721763949591,0,,,Mononegavirales,Rabies lyssavirus,11292,11292,Rabies lyssavirus
470,Monjiviricetes,Rhabdoviridae,ssRNA(-),Lyssavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,4211,8.345455665635184,,227.0,Rabies lyssavirus,,,,,,Haploviricotina,,ICTVonline=20181733,1.0,Rhabdoviridae,Lyssavirus,23080,10.046721763949591,101,,,Mononegavirales,Rabies lyssavirus,11292,11292,Rabies virus
471,,Poxviridae,dsDNA,Orthopoxvirus,,"Moved,",12.0,,,ICTV 5th Report.pdf,555818,13.228196183315553,,4452.0,Raccoonpox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184772,0.0,Poxviridae,Orthopoxvirus,27,3.295873902355512,2,,,,Raccoonpox virus,10256,10256,Racoonpox virus
472,,Coronaviridae,ssRNA(+),Betacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,50,3.9120430052281487,,1709.0,Murine coronavirus,,Orthocoronavirinae,Embecovirus,,Cornidovirineae,,,ICTVonline=20181865,1.0,Coronaviridae,Betacoronavirus,39,3.6635872868265618,1,,,Nidovirales,Murine coronavirus,31632,31632,Rat coronavirus
473,,,,,,,,,,,1,0.0009995003330834232,,,,,,,,,,,,,Parvoviridae,Protoparvovirus,6,1.7919261220073759,1,,,,Rat minute virus 1,344593,344593,Rat minute virus 1
474,,Parvoviridae,ssDNA(+/-),Protoparvovirus,,"New,",28.0,,,2013.001a-aaaV.A.v4.Parvoviridae.pdf,1,0.0009995003330834232,,3996.0,Rodent protoparvovirus 2,,Parvovirinae,,,,,,ICTVonline=20184276,0.0,Parvoviridae,Protoparvovirus,2,0.6936470556015963,1,,,,Rodent protoparvovirus 2,74581,74581,Rat parvovirus 1
475,Monjiviricetes,Filoviridae,ssRNA(-),Ebolavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,39,3.6635872868265618,,64.0,Reston ebolavirus,,,,,,Haploviricotina,,ICTVonline=20181566,0.0,Filoviridae,Ebolavirus,56,4.02536954771857,14,,,Mononegavirales,Reston ebolavirus,186539,186539,Reston virus
476,,Parvoviridae,ssDNA(+/-),Erythroparvovirus,,"New,",28.0,,,2013.001a-aaaV.A.v4.Parvoviridae.pdf,15,2.7081168655467533,,3985.0,Primate erythroparvovirus 3,,Parvovirinae,,,,,,ICTVonline=20184268,0.0,Parvoviridae,Erythroparvovirus,9,2.1973356822749484,1,,,,Primate erythroparvovirus 3,119756,119756,Rhesus macaque parvovirus
477,,Papillomaviridae,dsDNA,Alphapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,0,-6.907755278982137,,3745.0,Alphapapillomavirus 12,,Firstpapillomavirinae,,,,,,ICTVonline=20183985,0.0,Papillomaviridae,Alphapapillomavirus,39,3.6635872868265618,2,,,,Alphapapillomavirus 12,10570,10570,Rhesus monkey papillomavirus 1
478,Ellioviricetes,Phenuiviridae,ssRNA(+/-),Phlebovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,947,6.85330014915173,,499.0,Rift Valley fever phlebovirus,,,,,,Polyploviricotina,,ICTVonline=20180163,1.0,Phenuiviridae,Phlebovirus,1041,6.947938029229301,21,,,Bunyavirales,Rift Valley fever phlebovirus,11588,11588,Rift Valley fever virus
479,Monjiviricetes,Paramyxoviridae,ssRNA(-),Morbillivirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,446,6.100321194170017,,125.0,Rinderpest morbillivirus,,,,,,Haploviricotina,,ICTVonline=20181618,0.0,Paramyxoviridae,Morbillivirus,117,4.762182481769778,9,,,Mononegavirales,Rinderpest morbillivirus,11241,11241,Rinderpest virus
480,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,8,2.079566533867987,,2980.0,Rio Bravo virus,,,,,,,,ICTVonline=20183105,0.0,Flaviviridae,Flavivirus,18,2.8904273119085677,19,,,,Rio Bravo virus,64285,64285,Rio Bravo virus
481,,,,,,,,,,,4,1.3865443298750981,,,,,,,,,,,,,Phenuiviridae,Phlebovirus,1,0.0009995003330834232,1,,,Bunyavirales,Rio Grande virus,629740,629740,Rio Grande virus
482,,,,,,,,,,,3,1.09894556645823,,,,,,,,,,,,,Hantaviridae,Orthohantavirus,23,3.135537693244867,0,,,Bunyavirales,Rio Mamore hantavirus,46920,46920,Rio Mamore hantavirus
483,,,,,,,,,,,5,1.6096378924367667,,,,,,,,,,,,,Hantaviridae,Orthohantavirus,1,0.0009995003330834232,1,,,Bunyavirales,Rio Segundo hantavirus,37207,37207,Rio Segundo virus
484,,,,,,,,,,,29,3.367330312150578,,,,,,,,,,,,,Flaviviridae,Flavivirus,18,2.8904273119085677,3,,,,Rocio virus,64315,64315,Rocio virus
485,,Togaviridae,ssRNA(+),Alphavirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,457,6.124685579075618,,4689.0,Ross River virus,,,,,,,,ICTVonline=20185103,0.0,Togaviridae,Alphavirus,478,6.169612824539477,11,,,,Ross River virus,11029,11029,Ross River virus
486,,,,,,,,,,,12449,9.42939565770952,,,,,,,,,,,,,Reoviridae,,72652,11.19343621163358,0,,,,not_found,10912,10912,Rotavirus
487,,Reoviridae,dsRNA,Rotavirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,275,5.616774734023596,,4526.0,Rotavirus A,,Sedoreovirinae,,,,,,ICTVonline=20184905,1.0,Reoviridae,Rotavirus,65901,11.095908910056572,5,,,,Rotavirus A,28875,28875,Rotavirus A
488,,Reoviridae,dsRNA,Rotavirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,22,3.0910879068707438,,4527.0,Rotavirus B,,Sedoreovirinae,,,,,,ICTVonline=20184906,0.0,Reoviridae,Rotavirus,1330,7.192934973095216,2,,,,Rotavirus B,28876,28876,Rotavirus B
489,,Reoviridae,dsRNA,Rotavirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,30,3.4012307144399454,,4528.0,Rotavirus C,,Sedoreovirinae,,,,,,ICTVonline=20184907,0.0,Reoviridae,Rotavirus,3511,8.163656460987532,3,,,,Rotavirus C,36427,36427,Rotavirus C
491,,Togaviridae,ssRNA(+),Rubivirus,,"New,Assigned as Type Species,",3.0,,,Ratification_1975.pdf,2132,7.664816254328778,,4700.0,Rubella virus,,,,,,,,ICTVonline=20185115,1.0,Matonaviridae,Rubivirus,2542,7.840706845140352,1,,,,Rubella virus,11041,11041,Rubella virus
492,,Coronaviridae,ssRNA(+),Betacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,1057,6.963190931943584,,1717.0,Severe acute respiratory syndrome-related coronavirus,,Orthocoronavirinae,Sarbecovirus,,Cornidovirineae,,,ICTVonline=20181868,0.0,Coronaviridae,Betacoronavirus,1130,7.029973796661747,24,,,Nidovirales,Severe acute respiratory syndrome-related coronavirus,227859,227859,SARS coronavirus
493,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,23,3.135537693244867,,303.0,Brazilian mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182597,0.0,Arenaviridae,Mammarenavirus,16,2.7726512202867375,2,,,Bunyavirales,Brazilian mammarenavirus,2169992,2169992,Sabia virus
494,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,2,0.6936470556015963,,2982.0,Saboya virus,,,,,,,,ICTVonline=20183107,0.0,Flaviviridae,Flavivirus,11,2.3979861777572986,4,,,,Saboya virus,64284,64284,Saboya virus
495,,Herpesviridae,dsDNA,Simplexvirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,5,1.6096378924367667,,1584.0,Saimiriine alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181436,0.0,Herpesviridae,Simplexvirus,12,2.4849899796493045,1,,,Herpesvirales,Saimiriine alphaherpesvirus 1,10353,10353,Saimiriine herpesvirus 1
496,,Herpesviridae,dsDNA,Rhadinovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,8,2.079566533867987,,1649.0,Saimiriine gammaherpesvirus 2,,Gammaherpesvirinae,,,,,,ICTVonline=20181514,1.0,Herpesviridae,Rhadinovirus,104,4.64440051447976,1,,,Herpesvirales,Saimiriine gammaherpesvirus 2,10381,10381,Saimiriine herpesvirus 2
497,,Flaviviridae,ssRNA(+),Flavivirus,,"Renamed,",14.0,,,ICTV 6th Report.pdf,0,-6.907755278982137,,2984.0,Sal Vieja virus,,,,,,,,ICTVonline=20183108,0.0,Flaviviridae,Flavivirus,4,1.3865443298750981,2,,,,Sal Vieja virus,64301,64301,Sal Vieja virus
498,,,,,,,,,,,4,1.3865443298750981,,,,,,,,,,,,,Paramyxoviridae,,2,0.6936470556015963,1,,,Mononegavirales,Salem virus,120499,120499,Salem virus
499,,Caliciviridae,ssRNA(+),Vesivirus,,"Merged,Moved,Assigned as Type Species,",18.0,,,ICTV 7th Report.pdf,61,4.110890257481564,,2778.0,Vesicular exanthema of swine virus,,,,,,,,ICTVonline=20182811,1.0,Caliciviridae,Vesivirus,52,3.9512629491657494,0,,,,Vesicular exanthema of swine virus,11982,11982,San Miguel sea lion virus
500,,Flaviviridae,ssRNA(+),Flavivirus,,"New,",12.0,,,ICTV 5th Report.pdf,0,-6.907755278982137,,2985.0,San Perlita virus,,,,,,,,ICTVonline=20183109,0.0,Flaviviridae,Flavivirus,1,0.0009995003330834232,2,,,,San Perlita virus,64302,64302,San Perlita virus
501,Ellioviricetes,Phenuiviridae,ssRNA(+/-),Phlebovirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,29,3.367330312150578,,501.0,Sandfly fever Naples phlebovirus,,,,,,Polyploviricotina,,ICTVonline=20180165,0.0,Phenuiviridae,Phlebovirus,35,3.5553766325098297,2,,,Bunyavirales,Sandfly fever Naples phlebovirus,206160,206160,Sandfly fever Naples virus
502,,,,,,,,,,,36,3.5835467158480925,,,,,,,,,,,,,Phenuiviridae,Phlebovirus,48,3.8712218440242134,2,,,Bunyavirales,Sandfly fever Sicilian virus,28292,28292,Sandfly fever Sicilian virus
503,,Caliciviridae,ssRNA(+),Sapovirus,,"Moved,",20.0,,,Ratification_2002a.pdf,20,2.995782272304033,,2776.0,Sapporo virus,,,,,,,,ICTVonline=20182808,1.0,Caliciviridae,Sapovirus,3435,8.141772495777223,1,,,,Sapporo virus,95342,95342,Sapporo virus
504,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,7,1.9460529959950605,,448.0,Sathuperi orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180126,0.0,Peribunyaviridae,Orthobunyavirus,398,5.986454517844095,1,,,Bunyavirales,Sathuperi orthobunyavirus,159141,159141,Sathuperi virus
505,,,,,,,,,,,0,-6.907755278982137,,,,,,,,,,,,,,,0,-6.907755278982137,1,,,,not_found,0,0,Sciurid herpesvirus 1
506,,,,,,,,,,,0,-6.907755278982137,,,,,,,,,,,,,,,0,-6.907755278982137,1,,,,not_found,0,0,Sciurid herpesvirus 2
507,,,,,,,,,,,4,1.3865443298750981,,,,,,,,,,,,,Poxviridae,Parapoxvirus,38,3.6376124751696053,0,,,,Seal parapoxvirus,187984,187984,Seal parapoxvirus
508,,,,,,,,,,,4,1.3865443298750981,,,,,,,,,,,,,Poxviridae,Parapoxvirus,38,3.6376124751696053,2,,,,Seal parapoxvirus,187984,187984,Sealpox virus
509,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,1555,7.349231467699944,,4691.0,Semliki Forest virus,,,,,,,,ICTVonline=20185105,0.0,Togaviridae,Alphavirus,87,4.4659196128413985,3,,,,Semliki Forest virus,11033,11033,Semliki Forest virus
510,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,1555,7.349231467699944,,4691.0,Semliki Forest virus,,,,,,,,ICTVonline=20185105,0.0,Togaviridae,Alphavirus,87,4.4659196128413985,1,,,,Semliki Forest virus,11033,11033,Semliki forest virus
511,Monjiviricetes,Paramyxoviridae,ssRNA(-),Respirovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,3134,8.050065741996962,,130.0,Murine respirovirus,,,,,,Haploviricotina,,ICTVonline=20181624,1.0,Paramyxoviridae,Respirovirus,209,5.342339036642359,4,,,Mononegavirales,Murine respirovirus,11191,11191,Sendai virus
512,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,2,0.6936470556015963,,384.0,Seoul orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180056,0.0,Hantaviridae,Orthohantavirus,1194,7.085065131473135,0,,,Bunyavirales,Seoul orthohantavirus,1980490,1980490,Seoul orthohantavirus
513,,Coronaviridae,ssRNA(+),Betacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,9,2.1973356822749484,,1717.0,Severe acute respiratory syndrome-related coronavirus,,Orthocoronavirinae,Sarbecovirus,,Cornidovirineae,,,ICTVonline=20181868,0.0,Coronaviridae,Betacoronavirus,1412,7.252763126268234,7,,,Nidovirales,Severe acute respiratory syndrome-related coronavirus,694009,694009,Severe acute respiratory syndrome-related coronavirus
514,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,10,2.3026850879943788,,449.0,Shamonda orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180127,0.0,Peribunyaviridae,Orthobunyavirus,69,4.2341209972458635,4,,,Bunyavirales,Shamonda orthobunyavirus,159150,159150,Shamonda virus
515,,Poxviridae,dsDNA,Capripoxvirus,,"Renamed,",12.0,,,ICTV 5th Report.pdf,53,3.970310781298653,,4439.0,Sheeppox virus,,Chordopoxvirinae,,,,,,ICTVonline=20184753,1.0,Poxviridae,Capripoxvirus,414,6.025868389281334,2,,,,Sheeppox virus,10266,10266,Sheeppox virus
516,Monjiviricetes,Rhabdoviridae,ssRNA(-),Lyssavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,228.0,Shimoni bat lyssavirus,,,,,,Haploviricotina,,ICTVonline=20181734,0.0,Rhabdoviridae,Lyssavirus,2,0.6936470556015963,0,,,Mononegavirales,Shimoni bat lyssavirus,746543,746543,Shimoni bat lyssavirus
517,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,11,2.3979861777572986,,450.0,Shuni orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180128,0.0,Peribunyaviridae,Orthobunyavirus,166,5.111993812434784,3,,,Bunyavirales,Shuni orthobunyavirus,159148,159148,Shuni virus
518,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,8,2.079566533867987,,451.0,Simbu orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180129,0.0,Peribunyaviridae,Orthobunyavirus,22,3.0910879068707438,2,,,Bunyavirales,Simbu orthobunyavirus,35306,35306,Simbu virus
519,,,,,,,,,,,182,5.204012181567196,,,,,,,,,,,,,Adenoviridae,Mastadenovirus,488,6.1903174550313755,2,,,,not_found,413684,413684,Simian adenovirus
520,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",4,1.3865443298750981,,2028.0,Enterovirus H,,,,,,,,ICTVonline=20181990,0.0,Picornaviridae,Enterovirus,20,2.995782272304033,4,,,Picornavirales,Enterovirus H,310907,310907,Simian enterovirus A
521,,,,,,,,,,,168,5.123969931766496,,,,,,,,,,,,,Retroviridae,Spumavirus,3303,8.102586728145814,158,,,Ortervirales,Simian foamy virus,11642,11642,Simian foamy virus
522,,Arteriviridae,ssRNA(+),Deltaarterivirus,,"Renamed,Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,55,4.0073513668853655,,1671.0,Deltaarterivirus hemfev,,Simarterivirinae,Hedartevirus,,Arnidovirineae,,,ICTVonline=20181845,1.0,Arteriviridae,Deltaarterivirus,55,4.0073513668853655,5,,,Nidovirales,Deltaarterivirus hemfev,38143,38143,Simian hemorrhagic fever virus
523,,Retroviridae,ssRNA-RT,Lentivirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,4472,8.405591238448507,,1946.0,Simian immunodeficiency virus,,Orthoretrovirinae,,,,,,ICTVonline=20185034,0.0,Retroviridae,Lentivirus,43055,10.670233670356371,93,,,Ortervirales,Simian immunodeficiency virus,11723,11723,Simian immunodeficiency virus
524,,Parvoviridae,ssDNA(+/-),Erythroparvovirus,,"New,",28.0,,,2013.001a-aaaV.A.v4.Parvoviridae.pdf,13,2.5650262775800314,,3984.0,Primate erythroparvovirus 2,,Parvovirinae,,,,,,ICTVonline=20184267,0.0,Parvoviridae,Erythroparvovirus,8,2.079566533867987,1,,,,Primate erythroparvovirus 2,31598,31598,Simian parvovirus
525,,Retroviridae,ssRNA-RT,Betaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,15,2.7081168655467533,,1910.0,Mason-Pfizer monkey virus,,Orthoretrovirinae,,,,,,ICTVonline=20184994,0.0,Retroviridae,Betaretrovirus,153,5.030444457318788,6,,,Ortervirales,Mason-Pfizer monkey virus,11855,11855,Simian retrovirus type D
526,,,,,,,,,,,0,-6.907755278982137,,,,,,,,,,,,,,,0,-6.907755278982137,1,,,,not_found,0,0,Simian virus 10
527,,Polyomaviridae,dsDNA,Betapolyomavirus,,"Renamed,Moved,",30.0,,,2015.015a-aaD.A.v2.Polyomaviridae_rev.pdf,6156,8.725182657401902,,4158.0,Macaca mulatta polyomavirus 1,,,,,,,,ICTVonline=20184464,1.0,Polyomaviridae,Betapolyomavirus,610,6.413460596510276,2,,,,Macaca mulatta polyomavirus 1,1891767,1891767,Simian virus 40
